...1,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
843,S101303345,Mourning Dove,Zenaida macroura,2022-01-23,13:31:00,1,91,US-OK,36.1043853,-95.9839742,113,1,2022
844,S56470322,Mourning Dove,Zenaida macroura,2019-05-18,19:16:00,1,59,US-OK,36.1301108,-95.9731293,47,5,2019
845,S64885077,Mourning Dove,Zenaida macroura,2020-02-22,14:52:00,60,56,US-OK,35.813121,-95.405804,658,2,2020
846,S64885104,Mourning Dove,Zenaida macroura,2020-02-22,09:33:00,2,45,US-OK,35.872406,-95.401213,153,2,2020
847,S36872852,Mourning Dove,Zenaida macroura,2017-05-13,17:00:00,1,10,US-MO,38.8269875,-91.054033,11,5,2017
2036,S37097000,Red-bellied Woodpecker,Melanerpes carolinus,2017-05-23,14:06:00,1,50,US-VT,44.097019,-73.342045100000007,44,5,2017
2037,S18503364,Red-bellied Woodpecker,Melanerpes carolinus,2014-05-20,15:00:00,2,180,US-VT,43.8264,-73.3808,66,5,2014
2038,S46841669,Red-bellied Woodpecker,Melanerpes carolinus,2018-06-26,07:45:00,1,120,US-VT,43.77954,-73.29591,61,6,2018
2039,S67802026,Red-bellied Woodpecker,Melanerpes carolinus,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
2040,S17083650,Red-bellied Woodpecker,Melanerpes carolinus,2014-02-16,15:00:00,2,90,US-IA,43.0889962,-91.1856759,15,2,2014
2041,S102586462,Red-bellied Woodpecker,Melanerpes carolinus,2022-02-13,13:28:00,1,44,US-AR,36.477805,-94.2451848,30,2,2022
2042,S36840514,Red-bellied Woodpecker,Melanerpes carolinus,2017-05-13,10:40:00,2,275,US-MO,38.8636,-92.4504,515,5,2017
2043,S99525037,Red-bellied Woodpecker,Melanerpes carolinus,2021-12-27,11:40:00,2,151,US-FL,27.824853,-80.6063547,49,12,2021
2044,S104878924,Red-bellied Woodpecker,Melanerpes carolinus,2022-03-15,11:54:00,2,6,US-KS,37.0243469,-96.4067768,22,3,2022
2045,S99317161,Red-bellied Woodpecker,Melanerpes carolinus,2021-12-23,10:25:00,2,71,US-FL,25.8675841,-81.1501694,87,12,2021
2046,S99312257,Red-bellied Woodpecker,Melanerpes carolinus,2021-12-23,09:27:00,1,28,US-FL,25.8678737,-81.1156654,123,12,2021
2047,S87540807,Red-bellied Woodpecker,Melanerpes carolinus,2021-05-08,08:50:00,2,185,US-OK,34.7124907,-98.6413512,30,5,2021
2048,S85318603,Red-bellied Woodpecker,Melanerpes carolinus,2021-04-11,09:50:00,1,74,US-OK,35.9559819,-96.3171265,42,4,2021
2049,S89272478,Red-bellied Woodpecker,Melanerpes carolinus,2021-05-30,09:38:00,1,43,US-OK,35.6367053,-99.2834151,316,5,2021
2050,S18555256,Red-bellied Woodpecker,Melanerpes carolinus,2014-05-25,08:40:00,3,300,US-MO,38.482151,-90.8242569,91,5,2014
2051,S44577908,Red-bellied Woodpecker,Melanerpes carolinus,2018-04-14,15:50:00,1,208,US-MO,38.482151,-90.8242569,222,4,2018
2052,S19828501,Red-bellied Woodpecker,Melanerpes carolinus,2014-09-13,16:00:00,2,90,US-OH,39.1177418,-84.6995258,37,9,2014
2053,S99654122,Red-bellied Woodpecker,Melanerpes carolinus,2021-12-28,09:19:00,1,115,US-FL,27.8035911,-80.426723,90,12,2021
2054,S99506848,Red-bellied Woodpecker,Melanerpes carolinus,2021-12-27,08:45:00,1,57,US-FL,27.5608626,-80.3282547,75,12,2021
2055,S22488897,Red-bellied Woodpecker,Melanerpes carolinus,2015-03-22,10:00:00,2,240,US-MO,38.4470333,-90.6632361,68,3,2015
2056,S99445679,Red-bellied Woodpecker,Melanerpes carolinus,2021-12-26,09:14:00,1,55,US-FL,26.6612389,-82.1529253,40,12,2021
2057,S89739368,Red-bellied Woodpecker,Melanerpes carolinus,2021-06-06,11:44:00,1,166,US-IL,38.7746894,-89.694683,30,6,2021
2058,S99561719,Red-bellied Woodpecker,Melanerpes carolinus,2021-12-22,11:26:00,2,75,US-FL,25.4181634,-80.6650825,35,12,2021
2059,S37035538,Red-bellied Woodpecker,Melanerpes carolinus,2017-05-21,11:15:00,1,55,US-NJ,40.8030808,-74.4555728,33,5,2017
2060,S100948655,Red-bellied Woodpecker,Melanerpes carolinus,2022-01-17,11:31:00,2,223,US-OK,35.6222331,-95.1711273,69,1,2022
2061,S67472235,Red-bellied Woodpecker,Melanerpes carolinus,2020-04-18,16:29:00,1,21,US-OK,35.5005612,-95.9265259,35,4,2020
2062,S79023070,Red-bellied Woodpecker,Melanerpes carolinus,2021-01-04,13:24:00,1,273,US-OK,36.8630914,-96.5667034,69,1,2021
2063,S89601041,Red-bellied Woodpecker,Melanerpes carolinus,2021-06-04,10:56:00,1,121,US-IN,39.7967658,-86.7772937,41,6,2021
2064,S41909811,Red-bellied Woodpecker,Melanerpes carolinus,2018-01-14,14:01:00,1,100,US-MO,38.70534,-90.74048,227,1,2018
2065,S36840471,Red-bellied Woodpecker,Melanerpes carolinus,2017-05-13,07:00:00,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
2066,S36840463,Red-bellied Woodpecker,Melanerpes carolinus,2017-05-13,05:30:00,2,90,US-MO,38.661,-90.758,79,5,2017
2067,S38281523,Red-bellied Woodpecker,Melanerpes carolinus,2017-07-23,08:50:00,1,182,US-MO,38.6078608,-90.489826,70,7,2017
2068,S41155853,Red-bellied Woodpecker,Melanerpes carolinus,2017-12-17,12:40:00,1,106,US-MO,38.6228053,-90.344224,108,12,2017
2069,S33985177,Red-bellied Woodpecker,Melanerpes carolinus,2017-01-28,10:00:00,2,35,US-MO,38.5786266,-90.3233192,53,1,2017
2070,S45094421,Red-bellied Woodpecker,Melanerpes carolinus,2018-04-29,09:15:00,2,136,US-MO,38.5094049,-90.588381,34,4,2018
2071,S17855769,Red-bellied Woodpecker,Melanerpes carolinus,2014-04-12,08:45:00,1,120,US-MO,38.690995,-90.2349186,200,4,2014
2072,S21025538,Red-bellied Woodpecker,Melanerpes carolinus,2014-12-25,10:30:00,6,120,US-MO,38.690995,-90.2349186,138,12,2014
2073,S17377851,Red-bellied Woodpecker,Melanerpes carolinus,2014-03-09,15:45:00,1,80,US-MO,38.6389068,-90.2853806,118,3,2014
2074,S17437862,Red-bellied Woodpecker,Melanerpes carolinus,2014-03-14,08:00:00,1,60,US-MO,38.6389068,-90.2853806,181,3,2014
2075,S17716042,Red-bellied Woodpecker,Melanerpes carolinus,2014-04-02,16:00:00,1,40,US-MO,38.6389068,-90.2853806,134,4,2014
2076,S17841108,Red-bellied Woodpecker,Melanerpes carolinus,2014-04-11,09:30:00,1,60,US-MO,38.6389068,-90.2853806,103,4,2014
2077,S17891506,Red-bellied Woodpecker,Melanerpes carolinus,2014-04-14,09:00:00,1,90,US-MO,38.6389068,-90.2853806,203,4,2014
2078,S17931688,Red-bellied Woodpecker,Melanerpes carolinus,2014-04-17,08:00:00,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
2079,S18044118,Red-bellied Woodpecker,Melanerpes carolinus,2014-04-23,12:00:00,1,45,US-MO,38.6389068,-90.2853806,62,4,2014
2080,S18164541,Red-bellied Woodpecker,Melanerpes carolinus,2014-05-01,08:30:00,1,60,US-MO,38.6389068,-90.2853806,91,5,2014
2081,S18337590,Red-bellied Woodpecker,Melanerpes carolinus,2014-05-11,09:30:00,1,180,US-MO,38.6389068,-90.2853806,119,5,2014
2082,S18767759,Red-bellied Woodpecker,Melanerpes carolinus,2014-06-12,08:30:00,1,60,US-MO,38.6389068,-90.2853806,77,6,2014
2083,S20893308,Red-bellied Woodpecker,Melanerpes carolinus,2014-12-13,10:30:00,4,120,US-MO,38.6389068,-90.2853806,144,12,2014
2084,S22257298,Red-bellied Woodpecker,Melanerpes carolinus,2015-03-09,13:00:00,1,20,US-MO,38.6389068,-90.2853806,51,3,2015
2085,S22360906,Red-bellied Woodpecker,Melanerpes carolinus,2015-03-15,09:00:00,1,120,US-MO,38.6389068,-90.2853806,157,3,2015
2086,S23197329,Red-bellied Woodpecker,Melanerpes carolinus,2015-05-03,07:00:00,4,180,US-MO,38.6389068,-90.2853806,120,5,2015
2087,S23471799,Red-bellied Woodpecker,Melanerpes carolinus,2015-05-13,08:00:00,3,120,US-MO,38.6389068,-90.2853806,81,5,2015
2088,S25963234,Red-bellied Woodpecker,Melanerpes carolinus,2015-11-22,08:30:00,1,45,US-MO,38.6389068,-90.2853806,78,11,2015
2089,S33616660,Red-bellied Woodpecker,Melanerpes carolinus,2017-01-12,07:00:00,1,90,US-MO,38.6389068,-90.2853806,272,1,2017
2090,S33809874,Red-bellied Woodpecker,Melanerpes carolinus,2017-01-20,16:26:00,1,59,US-MO,38.6389068,-90.2853806,188,1,2017
2091,S35533959,Red-bellied Woodpecker,Melanerpes carolinus,2017-03-30,07:05:00,2,100,US-MO,38.6389068,-90.2853806,283,3,2017
2092,S35698031,Red-bellied Woodpecker,Melanerpes carolinus,2017-04-04,07:00:00,3,127,US-MO,38.6389068,-90.2853806,369,4,2017
2093,S35811314,Red-bellied Woodpecker,Melanerpes carolinus,2017-04-09,07:47:00,1,74,US-MO,38.6389068,-90.2853806,51,4,2017
2094,S35861224,Red-bellied Woodpecker,Melanerpes carolinus,2017-04-10,18:06:00,1,68,US-MO,38.6389068,-90.2853806,28,4,2017
2095,S35918417,Red-bellied Woodpecker,Melanerpes carolinus,2017-04-13,06:59:00,2,109,US-MO,38.6389068,-90.2853806,247,4,2017
2096,S35959752,Red-bellied Woodpecker,Melanerpes carolinus,2017-04-14,17:47:00,1,88,US-MO,38.6389068,-90.2853806,53,4,2017
2097,S36118134,Red-bellied Woodpecker,Melanerpes carolinus,2017-04-20,07:00:00,1,98,US-MO,38.6389068,-90.2853806,237,4,2017
2098,S36198905,Red-bellied Woodpecker,Melanerpes carolinus,2017-04-23,08:13:00,1,173,US-MO,38.6389068,-90.2853806,137,4,2017
2099,S36305628,Red-bellied Woodpecker,Melanerpes carolinus,2017-04-27,06:56:00,2,121,US-MO,38.6389068,-90.2853806,260,4,2017
2100,S36636292,Red-bellied Woodpecker,Melanerpes carolinus,2017-05-07,07:34:00,1,79,US-MO,38.6389068,-90.2853806,54,5,2017
2101,S36956314,Red-bellied Woodpecker,Melanerpes carolinus,2017-05-18,07:04:00,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
2102,S37374545,Red-bellied Woodpecker,Melanerpes carolinus,2017-06-04,07:53:00,1,118,US-MO,38.6389068,-90.2853806,108,6,2017
2103,S38541052,Red-bellied Woodpecker,Melanerpes carolinus,2017-08-08,07:05:00,1,85,US-MO,38.6389068,-90.2853806,281,8,2017
2104,S39363513,Red-bellied Woodpecker,Melanerpes carolinus,2017-09-24,08:30:00,1,101,US-MO,38.6389068,-90.2853806,45,9,2017
2105,S40682155,Red-bellied Woodpecker,Melanerpes carolinus,2017-11-23,09:58:00,2,134,US-MO,38.6389068,-90.2853806,71,11,2017
2106,S42135357,Red-bellied Woodpecker,Melanerpes carolinus,2018-01-21,13:37:00,2,127,US-MO,38.6389068,-90.2853806,275,1,2018
2107,S45233334,Red-bellied Woodpecker,Melanerpes carolinus,2018-05-03,13:54:00,1,55,US-MO,38.6389068,-90.2853806,55,5,2018
2108,S49551085,Red-bellied Woodpecker,Melanerpes carolinus,2018-10-25,13:30:00,1,70,US-MO,38.6389068,-90.2853806,63,10,2018
2109,S56350152,Red-bellied Woodpecker,Melanerpes carolinus,2019-05-16,09:24:00,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
2110,S17750325,Red-bellied Woodpecker,Melanerpes carolinus,2014-04-05,07:45:00,1,120,US-MO,38.636316,-90.296545,126,4,2014
2111,S17836663,Red-bellied Woodpecker,Melanerpes carolinus,2014-04-10,08:30:00,1,120,US-MO,38.636316,-90.296545,87,4,2014
2112,S19761146,Red-bellied Woodpecker,Melanerpes carolinus,2014-09-07,08:30:00,2,180,US-MO,38.636316,-90.296545,105,9,2014
2113,S23065952,Red-bellied Woodpecker,Melanerpes carolinus,2015-04-26,07:00:00,4,180,US-MO,38.636316,-90.296545,142,4,2015
2114,S17254279,Red-bellied Woodpecker,Melanerpes carolinus,2014-03-01,14:45:00,1,90,US-MO,38.6129807,-90.2593803,36,3,2014
2115,S17451952,Red-bellied Woodpecker,Melanerpes carolinus,2014-03-15,15:45:00,2,80,US-MO,38.6129807,-90.2593803,112,3,2014
2116,S17575595,Red-bellied Woodpecker,Melanerpes carolinus,2014-03-23,15:30:00,1,90,US-MO,38.6129807,-90.2593803,123,3,2014
2117,S18317547,Red-bellied Woodpecker,Melanerpes carolinus,2014-05-10,07:30:00,1,240,US-MO,38.6129807,-90.2593803,130,5,2014
2118,S22828782,Red-bellied Woodpecker,Melanerpes carolinus,2015-04-12,11:00:00,1,150,US-MO,38.6129807,-90.2593803,112,4,2015
2119,S23326412,Red-bellied Woodpecker,Melanerpes carolinus,2015-05-09,07:00:00,1,180,US-MO,38.6129807,-90.2593803,134,5,2015
2120,S35453430,Red-bellied Woodpecker,Melanerpes carolinus,2017-03-26,16:06:00,1,86,US-MO,38.6129807,-90.2593803,29,3,2017
2121,S37507879,Red-bellied Woodpecker,Melanerpes carolinus,2017-06-10,08:50:00,3,90,US-MO,38.6129807,-90.2593803,56,6,2017
2122,S43760440,Red-bellied Woodpecker,Melanerpes carolinus,2018-03-18,15:54:00,1,71,US-MO,38.6129807,-90.2593803,74,3,2018
2123,S45362421,Red-bellied Woodpecker,Melanerpes carolinus,2018-05-06,09:35:00,1,134,US-MO,38.6129807,-90.2593803,86,5,2018
2124,S17873207,Red-bellied Woodpecker,Melanerpes carolinus,2014-04-13,10:45:00,1,150,US-MO,38.6066358,-90.2582139,198,4,2014
2125,S19661218,Red-bellied Woodpecker,Melanerpes carolinus,2014-09-01,09:00:00,2,120,US-MO,38.6066358,-90.2582139,43,9,2014
2126,S21127561,Red-bellied Woodpecker,Melanerpes carolinus,2015-01-01,14:30:00,3,90,US-MO,38.6066358,-90.2582139,151,1,2015
2127,S23175611,Red-bellied Woodpecker,Melanerpes carolinus,2015-05-02,06:50:00,2,105,US-MO,38.6066358,-90.2582139,103,5,2015
2128,S36184977,Red-bellied Woodpecker,Melanerpes carolinus,2017-04-22,18:16:00,1,88,US-MO,38.6066358,-90.2582139,64,4,2017
2129,S36840529,Red-bellied Woodpecker,Melanerpes carolinus,2017-05-13,19:00:00,1,90,US-MO,38.6066358,-90.2582139,56,5,2017
2130,S37165903,Red-bellied Woodpecker,Melanerpes carolinus,2017-05-26,18:09:00,2,69,US-MO,38.6066358,-90.2582139,79,5,2017
2131,S21381789,Red-bellied Woodpecker,Melanerpes carolinus,2015-01-17,11:30:00,3,90,US-MO,38.5708329,-90.3004558,253,1,2015
2132,S65902721,Red-bellied Woodpecker,Melanerpes carolinus,2020-03-17,11:41:00,1,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
2133,S67289842,Red-bellied Woodpecker,Melanerpes carolinus,2020-04-15,18:54:00,1,48,US-OK,36.1441138,-95.9327686,43,4,2020
2134,S66184821,Red-bellied Woodpecker,Melanerpes carolinus,2020-03-24,18:09:00,1,58,US-OK,36.1431952,-95.9334761,3154,3,2020
2135,S68524485,Red-bellied Woodpecker,Melanerpes carolinus,2020-05-06,19:38:00,1,54,US-OK,36.1431952,-95.9334761,27,5,2020
2136,S107970844,Red-bellied Woodpecker,Melanerpes carolinus,2022-04-24,17:14:00,1,77,US-OK,36.1255459,-95.9823976,105,4,2022
2137,S68100906,Red-bellied Woodpecker,Melanerpes carolinus,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
2138,S66369682,Red-bellied Woodpecker,Melanerpes carolinus,2020-03-29,09:31:00,2,189,US-OK,36.1497985,-96.2401081,219,3,2020
2139,S80948582,Red-bellied Woodpecker,Melanerpes carolinus,2021-02-12,11:00:00,1,80,US-OK,36.1441933,-95.933674,205,2,2021
2140,S81561574,Red-bellied Woodpecker,Melanerpes carolinus,2021-02-15,07:30:00,1,60,US-OK,36.1441933,-95.933674,38,2,2021
2141,S64885073,Red-bellied Woodpecker,Melanerpes carolinus,2020-02-20,15:59:00,1,93,US-OK,36.116064,-95.98525,200,2,2020
2142,S54964350,Red-bellied Woodpecker,Melanerpes carolinus,2019-04-14,17:06:00,1,99,US-OK,36.2235555,-95.9005058,62,4,2019
2143,S64885104,Red-bellied Woodpecker,Melanerpes carolinus,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
2144,S74373636,Red-bellied Woodpecker,Melanerpes carolinus,2020-10-03,12:08:00,2,216,US-OK,35.894126,-95.7987213,42,10,2020
2145,S64885085,Red-bellied Woodpecker,Melanerpes carolinus,2020-02-22,11:32:00,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
2838,S18486321,Blue Jay,Cyanocitta cristata,2014-05-17,08:30:00,4,90,US-VT,43.7615212,-73.3468035,58,5,2014
2839,S37111692,Blue Jay,Cyanocitta cristata,2017-05-24,09:29:00,1,42,US-VT,43.7829965,-73.3154315,62,5,2017
2840,S18503364,Blue Jay,Cyanocitta cristata,2014-05-20,15:00:00,4,180,US-VT,43.8264,-73.3808,66,5,2014
2841,S37110002,Blue Jay,Cyanocitta cristata,2017-05-24,07:40:00,5,80,US-VT,43.77954,-73.29591,50,5,2017
2842,S46841669,Blue Jay,Cyanocitta cristata,2018-06-26,07:45:00,4,120,US-VT,43.77954,-73.29591,61,6,2018
2843,S67802002,Blue Jay,Cyanocitta cristata,2020-04-25,14:13:00,1,97,US-OK,36.7968283,-98.1921574,75,4,2020
2844,S67802026,Blue Jay,Cyanocitta cristata,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
2845,S17083650,Blue Jay,Cyanocitta cristata,2014-02-16,15:00:00,1,90,US-IA,43.0889962,-91.1856759,15,2,2014
2846,S102586462,Blue Jay,Cyanocitta cristata,2022-02-13,13:28:00,1,44,US-AR,36.477805,-94.2451848,30,2,2022
2847,S36840514,Blue Jay,Cyanocitta cristata,2017-05-13,10:40:00,2,275,US-MO,38.8636,-92.4504,515,5,2017
2848,S104878924,Blue Jay,Cyanocitta cristata,2022-03-15,11:54:00,2,6,US-KS,37.0243469,-96.4067768,22,3,2022
2849,S1666285,Blue Jay,Cyanocitta cristata,2004-04-23,13:30:00,2,210,US-FL,26.375442,-81.6040206,37,4,2004
2850,S18555256,Blue Jay,Cyanocitta cristata,2014-05-25,08:40:00,3,300,US-MO,38.482151,-90.8242569,91,5,2014
2851,S44577908,Blue Jay,Cyanocitta cristata,2018-04-14,15:50:00,2,208,US-MO,38.482151,-90.8242569,222,4,2018
2852,S19828501,Blue Jay,Cyanocitta cristata,2014-09-13,16:00:00,2,90,US-OH,39.1177418,-84.6995258,37,9,2014
2853,S99506848,Blue Jay,Cyanocitta cristata,2021-12-27,08:45:00,2,57,US-FL,27.5608626,-80.3282547,75,12,2021
2854,S41337936,Blue Jay,Cyanocitta cristata,2017-12-25,10:30:00,1,330,US-IL,37.6042906,-89.1945219,80,12,2017
2855,S107972603,Blue Jay,Cyanocitta cristata,2017-07-04,12:35:00,1,97,US-MO,38.4228376,-90.6987113,25,7,2017
2856,S24003666,Blue Jay,Cyanocitta cristata,2015-06-21,07:00:00,3,300,US-MO,38.2590084,-90.6262636,71,6,2015
2857,S22488897,Blue Jay,Cyanocitta cristata,2015-03-22,10:00:00,4,240,US-MO,38.4470333,-90.6632361,68,3,2015
2858,S99824071,Blue Jay,Cyanocitta cristata,2021-12-20,12:06:00,5,82,US-FL,25.396439,-80.566581,45,12,2021
2859,S37035538,Blue Jay,Cyanocitta cristata,2017-05-21,11:15:00,2,55,US-NJ,40.8030808,-74.4555728,33,5,2017
2860,S67472318,Blue Jay,Cyanocitta cristata,2020-04-18,17:42:00,3,22,US-OK,35.5411319,-95.9264485,35,4,2020
2861,S79023070,Blue Jay,Cyanocitta cristata,2021-01-04,13:24:00,1,273,US-OK,36.8630914,-96.5667034,69,1,2021
2862,S80524373,Blue Jay,Cyanocitta cristata,2021-02-06,10:33:00,2,93,US-OK,36.2081998,-96.0600758,58,2,2021
2863,S18948766,Blue Jay,Cyanocitta cristata,2014-06-29,11:00:00,3,360,US-MO,37.7291811,-92.3933029,101,6,2014
2864,S89601041,Blue Jay,Cyanocitta cristata,2021-06-04,10:56:00,1,121,US-IN,39.7967658,-86.7772937,41,6,2021
2865,S54425143,Blue Jay,Cyanocitta cristata,2019-03-31,13:38:00,1,120,US-OK,36.2179826,-95.7992634,71,3,2019
2866,S1743857,Blue Jay,Cyanocitta cristata,2004-10-19,09:45:00,1,60,US-VT,43.6129,-73.0593,11,10,2004
2867,S79442972,Blue Jay,Cyanocitta cristata,2021-01-17,14:25:00,6,48,US-AR,35.38898,-94.4297111,58,1,2021
2868,S41909811,Blue Jay,Cyanocitta cristata,2018-01-14,14:01:00,2,100,US-MO,38.70534,-90.74048,227,1,2018
2869,S36840463,Blue Jay,Cyanocitta cristata,2017-05-13,05:30:00,1,90,US-MO,38.661,-90.758,79,5,2017
2870,S38281523,Blue Jay,Cyanocitta cristata,2017-07-23,08:50:00,1,182,US-MO,38.6078608,-90.489826,70,7,2017
2871,S41155853,Blue Jay,Cyanocitta cristata,2017-12-17,12:40:00,8,106,US-MO,38.6228053,-90.344224,108,12,2017
2872,S37773842,Blue Jay,Cyanocitta cristata,2017-06-24,11:52:00,1,79,US-MO,38.5474,-90.4319,28,6,2017
2873,S21519811,Blue Jay,Cyanocitta cristata,2015-01-24,12:30:00,1,60,US-MO,38.5240964,-90.2668691,37,1,2015
2874,S33985177,Blue Jay,Cyanocitta cristata,2017-01-28,10:00:00,4,35,US-MO,38.5786266,-90.3233192,53,1,2017
2875,S45094421,Blue Jay,Cyanocitta cristata,2018-04-29,09:15:00,3,136,US-MO,38.5094049,-90.588381,34,4,2018
2876,S17855769,Blue Jay,Cyanocitta cristata,2014-04-12,08:45:00,4,120,US-MO,38.690995,-90.2349186,200,4,2014
2877,S21025538,Blue Jay,Cyanocitta cristata,2014-12-25,10:30:00,12,120,US-MO,38.690995,-90.2349186,138,12,2014
2878,S21502806,Blue Jay,Cyanocitta cristata,2015-01-23,08:30:00,1,0,US-MO,38.6290748,-90.2948284,51,1,2015
2879,S17223714,Blue Jay,Cyanocitta cristata,2014-02-27,08:40:00,6,45,US-MO,38.6389068,-90.2853806,237,2,2014
2880,S17294044,Blue Jay,Cyanocitta cristata,2014-03-04,08:15:00,1,45,US-MO,38.6389068,-90.2853806,92,3,2014
2881,S17324171,Blue Jay,Cyanocitta cristata,2014-03-05,08:20:00,3,50,US-MO,38.6389068,-90.2853806,167,3,2014
2882,S17334391,Blue Jay,Cyanocitta cristata,2014-03-06,08:20:00,2,55,US-MO,38.6389068,-90.2853806,214,3,2014
2883,S17345055,Blue Jay,Cyanocitta cristata,2014-03-07,08:20:00,3,55,US-MO,38.6389068,-90.2853806,276,3,2014
2884,S17377851,Blue Jay,Cyanocitta cristata,2014-03-09,15:45:00,1,80,US-MO,38.6389068,-90.2853806,118,3,2014
2885,S17410868,Blue Jay,Cyanocitta cristata,2014-03-12,08:20:00,2,45,US-MO,38.6389068,-90.2853806,257,3,2014
2886,S17437862,Blue Jay,Cyanocitta cristata,2014-03-14,08:00:00,2,60,US-MO,38.6389068,-90.2853806,181,3,2014
2887,S17543272,Blue Jay,Cyanocitta cristata,2014-03-20,09:20:00,4,80,US-MO,38.6389068,-90.2853806,102,3,2014
2888,S17716042,Blue Jay,Cyanocitta cristata,2014-04-02,16:00:00,2,40,US-MO,38.6389068,-90.2853806,134,4,2014
2889,S17798169,Blue Jay,Cyanocitta cristata,2014-04-07,18:00:00,1,45,US-MO,38.6389068,-90.2853806,96,4,2014
2890,S17841108,Blue Jay,Cyanocitta cristata,2014-04-11,09:30:00,2,60,US-MO,38.6389068,-90.2853806,103,4,2014
2891,S18038666,Blue Jay,Cyanocitta cristata,2014-04-22,18:30:00,1,75,US-MO,38.6389068,-90.2853806,76,4,2014
2892,S18164541,Blue Jay,Cyanocitta cristata,2014-05-01,08:30:00,2,60,US-MO,38.6389068,-90.2853806,91,5,2014
2893,S18284435,Blue Jay,Cyanocitta cristata,2014-05-08,08:20:00,1,90,US-MO,38.6389068,-90.2853806,130,5,2014
2894,S18310479,Blue Jay,Cyanocitta cristata,2014-05-09,18:00:00,1,60,US-MO,38.6389068,-90.2853806,87,5,2014
2895,S18337590,Blue Jay,Cyanocitta cristata,2014-05-11,09:30:00,1,180,US-MO,38.6389068,-90.2853806,119,5,2014
2896,S18346956,Blue Jay,Cyanocitta cristata,2014-05-11,18:30:00,1,60,US-MO,38.6389068,-90.2853806,121,5,2014
2897,S19781842,Blue Jay,Cyanocitta cristata,2014-09-09,08:30:00,2,45,US-MO,38.6389068,-90.2853806,74,9,2014
2898,S19854966,Blue Jay,Cyanocitta cristata,2014-09-16,18:30:00,2,45,US-MO,38.6389068,-90.2853806,58,9,2014
2899,S20016034,Blue Jay,Cyanocitta cristata,2014-10-03,08:45:00,4,45,US-MO,38.6389068,-90.2853806,189,10,2014
2900,S20047706,Blue Jay,Cyanocitta cristata,2014-10-06,08:45:00,3,60,US-MO,38.6389068,-90.2853806,105,10,2014
2901,S20070906,Blue Jay,Cyanocitta cristata,2014-10-08,07:45:00,1,45,US-MO,38.6389068,-90.2853806,120,10,2014
2902,S20893308,Blue Jay,Cyanocitta cristata,2014-12-13,10:30:00,4,120,US-MO,38.6389068,-90.2853806,144,12,2014
2903,S20974801,Blue Jay,Cyanocitta cristata,2014-12-21,09:15:00,2,165,US-MO,38.6389068,-90.2853806,157,12,2014
2904,S20987277,Blue Jay,Cyanocitta cristata,2014-12-22,09:30:00,2,60,US-MO,38.6389068,-90.2853806,177,12,2014
2905,S20997656,Blue Jay,Cyanocitta cristata,2014-12-23,08:30:00,2,30,US-MO,38.6389068,-90.2853806,74,12,2014
2906,S21095947,Blue Jay,Cyanocitta cristata,2014-12-31,08:00:00,4,120,US-MO,38.6389068,-90.2853806,322,12,2014
2907,S21322331,Blue Jay,Cyanocitta cristata,2015-01-12,09:20:00,1,30,US-MO,38.6389068,-90.2853806,195,1,2015
2908,S21499852,Blue Jay,Cyanocitta cristata,2015-01-22,10:30:00,2,30,US-MO,38.6389068,-90.2853806,85,1,2015
2909,S22360906,Blue Jay,Cyanocitta cristata,2015-03-15,09:00:00,1,120,US-MO,38.6389068,-90.2853806,157,3,2015
2910,S22387893,Blue Jay,Cyanocitta cristata,2015-03-16,18:00:00,1,30,US-MO,38.6389068,-90.2853806,35,3,2015
2911,S23140528,Blue Jay,Cyanocitta cristata,2015-04-30,07:00:00,2,105,US-MO,38.6389068,-90.2853806,150,4,2015
2912,S23197329,Blue Jay,Cyanocitta cristata,2015-05-03,07:00:00,2,180,US-MO,38.6389068,-90.2853806,120,5,2015
2913,S23471799,Blue Jay,Cyanocitta cristata,2015-05-13,08:00:00,2,120,US-MO,38.6389068,-90.2853806,81,5,2015
2914,S23465605,Blue Jay,Cyanocitta cristata,2015-05-15,18:30:00,1,30,US-MO,38.6389068,-90.2853806,104,5,2015
2915,S24840940,Blue Jay,Cyanocitta cristata,2015-08-30,07:00:00,2,60,US-MO,38.6389068,-90.2853806,51,8,2015
2916,S25963234,Blue Jay,Cyanocitta cristata,2015-11-22,08:30:00,4,45,US-MO,38.6389068,-90.2853806,78,11,2015
2917,S29265867,Blue Jay,Cyanocitta cristata,2016-04-27,08:00:00,1,45,US-MO,38.6389068,-90.2853806,87,4,2016
2918,S29505290,Blue Jay,Cyanocitta cristata,2016-05-08,13:30:00,1,90,US-MO,38.6383932,-90.267979,43,5,2016
